"fecha","cod_ine","CCAA","total","TMSTAMP"
"2020-03-27",18,"Ceuta",0,"2020-03-29 06:29:47 UTC"
"2020-03-28",18,"Ceuta",1,"2020-03-29 06:29:47 UTC"
"2020-03-03",10,"C. Valenciana",0,"2020-03-29 06:29:47 UTC"
"2020-03-04",10,"C. Valenciana",1,"2020-03-29 06:29:47 UTC"
"2020-03-05",10,"C. Valenciana",1,"2020-03-29 06:29:47 UTC"
"2020-03-06",10,"C. Valenciana",1,"2020-03-29 06:29:47 UTC"
"2020-03-07",10,"C. Valenciana",1,"2020-03-29 06:29:47 UTC"
"2020-03-08",10,"C. Valenciana",1,"2020-03-29 06:29:47 UTC"
"2020-03-09",10,"C. Valenciana",1,"2020-03-29 06:29:47 UTC"
"2020-03-10",10,"C. Valenciana",1,"2020-03-29 06:29:47 UTC"
"2020-03-11",10,"C. Valenciana",1,"2020-03-29 06:29:47 UTC"
"2020-03-12",10,"C. Valenciana",1,"2020-03-29 06:29:47 UTC"
"2020-03-13",10,"C. Valenciana",1,"2020-03-29 06:29:47 UTC"
"2020-03-14",10,"C. Valenciana",4,"2020-03-29 06:29:47 UTC"
"2020-03-15",10,"C. Valenciana",5,"2020-03-29 06:29:47 UTC"
"2020-03-16",10,"C. Valenciana",5,"2020-03-29 06:29:47 UTC"
"2020-03-17",10,"C. Valenciana",13,"2020-03-29 06:29:47 UTC"
"2020-03-18",10,"C. Valenciana",22,"2020-03-29 06:29:47 UTC"
"2020-03-19",10,"C. Valenciana",24,"2020-03-29 06:29:47 UTC"
"2020-03-20",10,"C. Valenciana",33,"2020-03-29 06:29:47 UTC"
"2020-03-21",10,"C. Valenciana",50,"2020-03-29 06:29:47 UTC"
"2020-03-22",10,"C. Valenciana",69,"2020-03-29 06:29:47 UTC"
"2020-03-23",10,"C. Valenciana",94,"2020-03-29 06:29:47 UTC"
"2020-03-24",10,"C. Valenciana",115,"2020-03-29 06:29:47 UTC"
"2020-03-25",10,"C. Valenciana",143,"2020-03-29 06:29:47 UTC"
"2020-03-26",10,"C. Valenciana",167,"2020-03-29 06:29:47 UTC"
"2020-03-27",10,"C. Valenciana",198,"2020-03-29 06:29:47 UTC"
"2020-03-28",10,"C. Valenciana",234,"2020-03-29 06:29:47 UTC"
"2020-03-03",11,"Extremadura",0,"2020-03-29 06:29:47 UTC"
"2020-03-04",11,"Extremadura",0,"2020-03-29 06:29:47 UTC"
"2020-03-05",11,"Extremadura",0,"2020-03-29 06:29:47 UTC"
"2020-03-06",11,"Extremadura",0,"2020-03-29 06:29:47 UTC"
"2020-03-07",11,"Extremadura",0,"2020-03-29 06:29:47 UTC"
"2020-03-08",11,"Extremadura",0,"2020-03-29 06:29:47 UTC"
"2020-03-09",11,"Extremadura",0,"2020-03-29 06:29:47 UTC"
"2020-03-10",11,"Extremadura",0,"2020-03-29 06:29:47 UTC"
"2020-03-11",11,"Extremadura",0,"2020-03-29 06:29:47 UTC"
"2020-03-12",11,"Extremadura",1,"2020-03-29 06:29:47 UTC"
"2020-03-13",11,"Extremadura",1,"2020-03-29 06:29:47 UTC"
"2020-03-14",11,"Extremadura",2,"2020-03-29 06:29:47 UTC"
"2020-03-15",11,"Extremadura",2,"2020-03-29 06:29:47 UTC"
"2020-03-16",11,"Extremadura",2,"2020-03-29 06:29:47 UTC"
"2020-03-17",11,"Extremadura",3,"2020-03-29 06:29:47 UTC"
"2020-03-18",11,"Extremadura",6,"2020-03-29 06:29:47 UTC"
"2020-03-19",11,"Extremadura",8,"2020-03-29 06:29:47 UTC"
"2020-03-20",11,"Extremadura",10,"2020-03-29 06:29:47 UTC"
"2020-03-21",11,"Extremadura",12,"2020-03-29 06:29:47 UTC"
"2020-03-22",11,"Extremadura",14,"2020-03-29 06:29:47 UTC"
"2020-03-23",11,"Extremadura",18,"2020-03-29 06:29:47 UTC"
"2020-03-24",11,"Extremadura",26,"2020-03-29 06:29:47 UTC"
"2020-03-25",11,"Extremadura",39,"2020-03-29 06:29:47 UTC"
"2020-03-26",11,"Extremadura",58,"2020-03-29 06:29:47 UTC"
"2020-03-27",11,"Extremadura",69,"2020-03-29 06:29:47 UTC"
"2020-03-28",11,"Extremadura",88,"2020-03-29 06:29:47 UTC"
"2020-03-03",12,"Galicia",0,"2020-03-29 06:29:47 UTC"
"2020-03-04",12,"Galicia",0,"2020-03-29 06:29:47 UTC"
"2020-03-05",12,"Galicia",0,"2020-03-29 06:29:47 UTC"
"2020-03-06",12,"Galicia",0,"2020-03-29 06:29:47 UTC"
"2020-03-07",12,"Galicia",0,"2020-03-29 06:29:47 UTC"
"2020-03-08",12,"Galicia",0,"2020-03-29 06:29:47 UTC"
"2020-03-09",12,"Galicia",0,"2020-03-29 06:29:47 UTC"
"2020-03-10",12,"Galicia",0,"2020-03-29 06:29:47 UTC"
"2020-03-11",12,"Galicia",0,"2020-03-29 06:29:47 UTC"
"2020-03-12",12,"Galicia",0,"2020-03-29 06:29:47 UTC"
"2020-03-13",12,"Galicia",0,"2020-03-29 06:29:47 UTC"
"2020-03-14",12,"Galicia",0,"2020-03-29 06:29:47 UTC"
"2020-03-15",12,"Galicia",2,"2020-03-29 06:29:47 UTC"
"2020-03-16",12,"Galicia",2,"2020-03-29 06:29:47 UTC"
"2020-03-17",12,"Galicia",3,"2020-03-29 06:29:47 UTC"
"2020-03-18",12,"Galicia",3,"2020-03-29 06:29:47 UTC"
"2020-03-19",12,"Galicia",4,"2020-03-29 06:29:47 UTC"
"2020-03-20",12,"Galicia",5,"2020-03-29 06:29:47 UTC"
"2020-03-21",12,"Galicia",9,"2020-03-29 06:29:47 UTC"
"2020-03-22",12,"Galicia",12,"2020-03-29 06:29:47 UTC"
"2020-03-23",12,"Galicia",18,"2020-03-29 06:29:47 UTC"
"2020-03-24",12,"Galicia",20,"2020-03-29 06:29:47 UTC"
"2020-03-25",12,"Galicia",27,"2020-03-29 06:29:47 UTC"
"2020-03-26",12,"Galicia",32,"2020-03-29 06:29:47 UTC"
"2020-03-27",12,"Galicia",43,"2020-03-29 06:29:47 UTC"
"2020-03-28",12,"Galicia",47,"2020-03-29 06:29:47 UTC"
"2020-03-03",13,"Madrid",0,"2020-03-29 06:29:47 UTC"
"2020-03-04",13,"Madrid",0,"2020-03-29 06:29:47 UTC"
"2020-03-05",13,"Madrid",1,"2020-03-29 06:29:47 UTC"
"2020-03-06",13,"Madrid",2,"2020-03-29 06:29:47 UTC"
"2020-03-07",13,"Madrid",4,"2020-03-29 06:29:47 UTC"
"2020-03-08",13,"Madrid",8,"2020-03-29 06:29:47 UTC"
"2020-03-09",13,"Madrid",8,"2020-03-29 06:29:47 UTC"
"2020-03-10",13,"Madrid",21,"2020-03-29 06:29:47 UTC"
"2020-03-11",13,"Madrid",31,"2020-03-29 06:29:47 UTC"
"2020-03-12",13,"Madrid",56,"2020-03-29 06:29:47 UTC"
"2020-03-13",13,"Madrid",81,"2020-03-29 06:29:47 UTC"
"2020-03-14",13,"Madrid",86,"2020-03-29 06:29:47 UTC"
"2020-03-15",13,"Madrid",213,"2020-03-29 06:29:47 UTC"
"2020-03-16",13,"Madrid",213,"2020-03-29 06:29:47 UTC"
"2020-03-17",13,"Madrid",355,"2020-03-29 06:29:47 UTC"
"2020-03-18",13,"Madrid",390,"2020-03-29 06:29:47 UTC"
"2020-03-19",13,"Madrid",498,"2020-03-29 06:29:47 UTC"
"2020-03-20",13,"Madrid",628,"2020-03-29 06:29:47 UTC"
"2020-03-21",13,"Madrid",804,"2020-03-29 06:29:47 UTC"
"2020-03-22",13,"Madrid",1021,"2020-03-29 06:29:47 UTC"
"2020-03-23",13,"Madrid",1263,"2020-03-29 06:29:47 UTC"
"2020-03-24",13,"Madrid",1535,"2020-03-29 06:29:47 UTC"
"2020-03-25",13,"Madrid",1825,"2020-03-29 06:29:47 UTC"
"2020-03-26",13,"Madrid",2090,"2020-03-29 06:29:47 UTC"
"2020-03-27",13,"Madrid",2412,"2020-03-29 06:29:47 UTC"
"2020-03-28",13,"Madrid",2757,"2020-03-29 06:29:47 UTC"
"2020-03-03",19,"Melilla",0,"2020-03-29 06:29:47 UTC"
"2020-03-04",19,"Melilla",0,"2020-03-29 06:29:47 UTC"
"2020-03-05",19,"Melilla",0,"2020-03-29 06:29:47 UTC"
"2020-03-06",19,"Melilla",0,"2020-03-29 06:29:47 UTC"
"2020-03-07",19,"Melilla",0,"2020-03-29 06:29:47 UTC"
"2020-03-08",19,"Melilla",0,"2020-03-29 06:29:47 UTC"
"2020-03-09",19,"Melilla",0,"2020-03-29 06:29:47 UTC"
"2020-03-10",19,"Melilla",0,"2020-03-29 06:29:47 UTC"
"2020-03-11",19,"Melilla",0,"2020-03-29 06:29:47 UTC"
"2020-03-12",19,"Melilla",0,"2020-03-29 06:29:47 UTC"
"2020-03-13",19,"Melilla",0,"2020-03-29 06:29:47 UTC"
"2020-03-14",19,"Melilla",0,"2020-03-29 06:29:47 UTC"
"2020-03-15",19,"Melilla",0,"2020-03-29 06:29:47 UTC"
"2020-03-16",19,"Melilla",0,"2020-03-29 06:29:47 UTC"
"2020-03-17",19,"Melilla",0,"2020-03-29 06:29:47 UTC"
"2020-03-18",19,"Melilla",0,"2020-03-29 06:29:47 UTC"
"2020-03-19",19,"Melilla",0,"2020-03-29 06:29:47 UTC"
"2020-03-20",19,"Melilla",0,"2020-03-29 06:29:47 UTC"
"2020-03-21",19,"Melilla",0,"2020-03-29 06:29:47 UTC"
"2020-03-22",19,"Melilla",0,"2020-03-29 06:29:47 UTC"
"2020-03-23",19,"Melilla",0,"2020-03-29 06:29:47 UTC"
"2020-03-24",19,"Melilla",0,"2020-03-29 06:29:47 UTC"
"2020-03-25",19,"Melilla",0,"2020-03-29 06:29:47 UTC"
"2020-03-26",19,"Melilla",1,"2020-03-29 06:29:47 UTC"
"2020-03-27",19,"Melilla",1,"2020-03-29 06:29:47 UTC"
"2020-03-28",19,"Melilla",1,"2020-03-29 06:29:47 UTC"
"2020-03-03",14,"Murcia",0,"2020-03-29 06:29:47 UTC"
"2020-03-04",14,"Murcia",0,"2020-03-29 06:29:47 UTC"
"2020-03-05",14,"Murcia",0,"2020-03-29 06:29:47 UTC"
"2020-03-06",14,"Murcia",0,"2020-03-29 06:29:47 UTC"
"2020-03-07",14,"Murcia",0,"2020-03-29 06:29:47 UTC"
"2020-03-08",14,"Murcia",0,"2020-03-29 06:29:47 UTC"
"2020-03-09",14,"Murcia",0,"2020-03-29 06:29:47 UTC"
"2020-03-10",14,"Murcia",0,"2020-03-29 06:29:47 UTC"
"2020-03-11",14,"Murcia",0,"2020-03-29 06:29:47 UTC"
"2020-03-12",14,"Murcia",0,"2020-03-29 06:29:47 UTC"
"2020-03-13",14,"Murcia",0,"2020-03-29 06:29:47 UTC"
"2020-03-14",14,"Murcia",0,"2020-03-29 06:29:47 UTC"
"2020-03-15",14,"Murcia",0,"2020-03-29 06:29:47 UTC"
"2020-03-16",14,"Murcia",0,"2020-03-29 06:29:47 UTC"
"2020-03-17",14,"Murcia",0,"2020-03-29 06:29:47 UTC"
"2020-03-18",14,"Murcia",0,"2020-03-29 06:29:47 UTC"
"2020-03-19",14,"Murcia",0,"2020-03-29 06:29:47 UTC"
"2020-03-20",14,"Murcia",0,"2020-03-29 06:29:47 UTC"
"2020-03-21",14,"Murcia",1,"2020-03-29 06:29:47 UTC"
"2020-03-22",14,"Murcia",1,"2020-03-29 06:29:47 UTC"
"2020-03-23",14,"Murcia",2,"2020-03-29 06:29:47 UTC"
"2020-03-24",14,"Murcia",3,"2020-03-29 06:29:47 UTC"
"2020-03-25",14,"Murcia",5,"2020-03-29 06:29:47 UTC"
"2020-03-26",14,"Murcia",8,"2020-03-29 06:29:47 UTC"
"2020-03-27",14,"Murcia",15,"2020-03-29 06:29:47 UTC"
"2020-03-28",14,"Murcia",17,"2020-03-29 06:29:47 UTC"
"2020-03-03",15,"Navarra",0,"2020-03-29 06:29:47 UTC"
"2020-03-04",15,"Navarra",0,"2020-03-29 06:29:47 UTC"
"2020-03-05",15,"Navarra",0,"2020-03-29 06:29:47 UTC"
"2020-03-06",15,"Navarra",0,"2020-03-29 06:29:47 UTC"
"2020-03-07",15,"Navarra",0,"2020-03-29 06:29:47 UTC"
"2020-03-08",15,"Navarra",0,"2020-03-29 06:29:47 UTC"
"2020-03-09",15,"Navarra",0,"2020-03-29 06:29:47 UTC"
"2020-03-10",15,"Navarra",0,"2020-03-29 06:29:47 UTC"
"2020-03-11",15,"Navarra",0,"2020-03-29 06:29:47 UTC"
"2020-03-12",15,"Navarra",0,"2020-03-29 06:29:47 UTC"
"2020-03-13",15,"Navarra",0,"2020-03-29 06:29:47 UTC"
"2020-03-14",15,"Navarra",0,"2020-03-29 06:29:47 UTC"
"2020-03-15",15,"Navarra",0,"2020-03-29 06:29:47 UTC"
"2020-03-16",15,"Navarra",1,"2020-03-29 06:29:47 UTC"
"2020-03-17",15,"Navarra",2,"2020-03-29 06:29:47 UTC"
"2020-03-18",15,"Navarra",3,"2020-03-29 06:29:47 UTC"
"2020-03-19",15,"Navarra",4,"2020-03-29 06:29:47 UTC"
"2020-03-20",15,"Navarra",5,"2020-03-29 06:29:47 UTC"
"2020-03-21",15,"Navarra",9,"2020-03-29 06:29:47 UTC"
"2020-03-22",15,"Navarra",14,"2020-03-29 06:29:47 UTC"
"2020-03-23",15,"Navarra",24,"2020-03-29 06:29:47 UTC"
"2020-03-24",15,"Navarra",31,"2020-03-29 06:29:47 UTC"
"2020-03-25",15,"Navarra",33,"2020-03-29 06:29:47 UTC"
"2020-03-26",15,"Navarra",49,"2020-03-29 06:29:47 UTC"
"2020-03-27",15,"Navarra",58,"2020-03-29 06:29:47 UTC"
"2020-03-28",15,"Navarra",70,"2020-03-29 06:29:47 UTC"
"2020-03-03",16,"País Vasco",0,"2020-03-29 06:29:47 UTC"
"2020-03-04",16,"País Vasco",0,"2020-03-29 06:29:47 UTC"
"2020-03-05",16,"País Vasco",1,"2020-03-29 06:29:47 UTC"
"2020-03-06",16,"País Vasco",1,"2020-03-29 06:29:47 UTC"
"2020-03-07",16,"País Vasco",1,"2020-03-29 06:29:47 UTC"
"2020-03-08",16,"País Vasco",5,"2020-03-29 06:29:47 UTC"
"2020-03-09",16,"País Vasco",5,"2020-03-29 06:29:47 UTC"
"2020-03-10",16,"País Vasco",6,"2020-03-29 06:29:47 UTC"
"2020-03-11",16,"País Vasco",6,"2020-03-29 06:29:47 UTC"
"2020-03-12",16,"País Vasco",11,"2020-03-29 06:29:47 UTC"
"2020-03-13",16,"País Vasco",14,"2020-03-29 06:29:47 UTC"
"2020-03-14",16,"País Vasco",14,"2020-03-29 06:29:47 UTC"
"2020-03-15",16,"País Vasco",23,"2020-03-29 06:29:47 UTC"
"2020-03-16",16,"País Vasco",23,"2020-03-29 06:29:47 UTC"
"2020-03-17",16,"País Vasco",36,"2020-03-29 06:29:47 UTC"
"2020-03-18",16,"País Vasco",40,"2020-03-29 06:29:47 UTC"
"2020-03-19",16,"País Vasco",53,"2020-03-29 06:29:47 UTC"
"2020-03-20",16,"País Vasco",71,"2020-03-29 06:29:47 UTC"
"2020-03-21",16,"País Vasco",85,"2020-03-29 06:29:47 UTC"
"2020-03-22",16,"País Vasco",97,"2020-03-29 06:29:47 UTC"
"2020-03-23",16,"País Vasco",120,"2020-03-29 06:29:47 UTC"
"2020-03-24",16,"País Vasco",133,"2020-03-29 06:29:47 UTC"
"2020-03-25",16,"País Vasco",155,"2020-03-29 06:29:47 UTC"
"2020-03-26",16,"País Vasco",180,"2020-03-29 06:29:47 UTC"
"2020-03-27",16,"País Vasco",207,"2020-03-29 06:29:47 UTC"
"2020-03-28",16,"País Vasco",221,"2020-03-29 06:29:47 UTC"
"2020-03-03",17,"La Rioja",0,"2020-03-29 06:29:47 UTC"
"2020-03-04",17,"La Rioja",0,"2020-03-29 06:29:47 UTC"
"2020-03-05",17,"La Rioja",0,"2020-03-29 06:29:47 UTC"
"2020-03-06",17,"La Rioja",0,"2020-03-29 06:29:47 UTC"
"2020-03-07",17,"La Rioja",0,"2020-03-29 06:29:47 UTC"
"2020-03-08",17,"La Rioja",0,"2020-03-29 06:29:47 UTC"
"2020-03-09",17,"La Rioja",0,"2020-03-29 06:29:47 UTC"
"2020-03-10",17,"La Rioja",1,"2020-03-29 06:29:47 UTC"
"2020-03-11",17,"La Rioja",2,"2020-03-29 06:29:47 UTC"
"2020-03-12",17,"La Rioja",2,"2020-03-29 06:29:47 UTC"
"2020-03-13",17,"La Rioja",2,"2020-03-29 06:29:47 UTC"
"2020-03-14",17,"La Rioja",3,"2020-03-29 06:29:47 UTC"
"2020-03-15",17,"La Rioja",3,"2020-03-29 06:29:47 UTC"
"2020-03-16",17,"La Rioja",4,"2020-03-29 06:29:47 UTC"
"2020-03-17",17,"La Rioja",5,"2020-03-29 06:29:47 UTC"
"2020-03-18",17,"La Rioja",5,"2020-03-29 06:29:47 UTC"
"2020-03-19",17,"La Rioja",5,"2020-03-29 06:29:47 UTC"
"2020-03-20",17,"La Rioja",7,"2020-03-29 06:29:47 UTC"
"2020-03-21",17,"La Rioja",15,"2020-03-29 06:29:47 UTC"
"2020-03-22",17,"La Rioja",18,"2020-03-29 06:29:47 UTC"
"2020-03-23",17,"La Rioja",22,"2020-03-29 06:29:47 UTC"
"2020-03-24",17,"La Rioja",30,"2020-03-29 06:29:47 UTC"
"2020-03-25",17,"La Rioja",37,"2020-03-29 06:29:47 UTC"
"2020-03-26",17,"La Rioja",43,"2020-03-29 06:29:47 UTC"
"2020-03-27",17,"La Rioja",55,"2020-03-29 06:29:47 UTC"
"2020-03-28",17,"La Rioja",65,"2020-03-29 06:29:47 UTC"
"2020-03-03",0,"Total",0,"2020-03-29 06:29:47 UTC"
"2020-03-04",0,"Total",1,"2020-03-29 06:29:47 UTC"
"2020-03-05",0,"Total",3,"2020-03-29 06:29:47 UTC"
"2020-03-06",0,"Total",5,"2020-03-29 06:29:47 UTC"
"2020-03-07",0,"Total",8,"2020-03-29 06:29:47 UTC"
"2020-03-08",0,"Total",17,"2020-03-29 06:29:47 UTC"
"2020-03-09",0,"Total",17,"2020-03-29 06:29:47 UTC"
"2020-03-10",0,"Total",35,"2020-03-29 06:29:47 UTC"
"2020-03-11",0,"Total",47,"2020-03-29 06:29:47 UTC"
"2020-03-12",0,"Total",84,"2020-03-29 06:29:47 UTC"
"2020-03-13",0,"Total",120,"2020-03-29 06:29:47 UTC"
"2020-03-14",0,"Total",136,"2020-03-29 06:29:47 UTC"
"2020-03-15",0,"Total",288,"2020-03-29 06:29:47 UTC"
"2020-03-16",0,"Total",309,"2020-03-29 06:29:47 UTC"
"2020-03-17",0,"Total",491,"2020-03-29 06:29:47 UTC"
"2020-03-18",0,"Total",598,"2020-03-29 06:29:47 UTC"
"2020-03-19",0,"Total",767,"2020-03-29 06:29:47 UTC"
"2020-03-20",0,"Total",1002,"2020-03-29 06:29:47 UTC"
"2020-03-21",0,"Total",1326,"2020-03-29 06:29:47 UTC"
"2020-03-22",0,"Total",1720,"2020-03-29 06:29:47 UTC"
"2020-03-23",0,"Total",2182,"2020-03-29 06:29:47 UTC"
"2020-03-24",0,"Total",2696,"2020-03-29 06:29:47 UTC"
"2020-03-25",0,"Total",3434,"2020-03-29 06:29:47 UTC"
"2020-03-26",0,"Total",4089,"2020-03-29 06:29:47 UTC"
"2020-03-27",0,"Total",4858,"2020-03-29 06:29:47 UTC"
"2020-03-28",0,"Total",5690,"2020-03-29 06:29:47 UTC"
